authors,description,hash,isbn10,isbn13,publication_date,site,tags,title,url,year
['John Armstrong'],"If you know a little bit about financial mathematics but don’t yet know a lot about programming, then C++ for Financial Mathematics is for you.

C++ is an essential skill for many jobs in quantitative finance, but learning it can be a daunting prospect. This book gathers together everything you need to know to price derivatives in C++ without unnecessary complexities or technicalities. It leads the reader step-by-step from programming novice to writing a sophisticated and flexible financial mathematics library. At every step, each new idea is motivated and illustrated with concrete financial examples.

As employers understand, there is more to programming than knowing a computer language. As well as covering the core language features of C++, this book teaches the skills needed to write truly high quality software. These include topics such as unit tests, debugging, design patterns and data structures.

The book teaches everything you need to know to solve realistic financial problems in C++. It can be used for self-study or as a textbook for an advanced undergraduate or master’s level course.

Read more",2671291485a9b6cac176eb3ea641ad28ba66db65e9ad3afd1fe1442d019dcbfa,,,"January 6, 2017",amazon,"['Probability & Statistics (Kindle Store)', 'Probability & Statistics', 'Finance (Kindle Store)']",C++ for Financial Mathematics (Chapman and Hall/CRC Financial Mathematics Series),https://www.amazon.com/dp/B01N4V75RJ,2017
"['Paul Darbyshire', 'David Hampton']",,356756f0bc1ddca5d229b3f68c505c6d5867b726b10c427452c330a5e7c3e4ce,,,"October 26, 2016",amazon,"['Object-Oriented Design', 'Finance (Kindle Store)', 'Finance']",Hedge Fund Modelling and Analysis: An Object Oriented Approach Using C++ (The Wiley Finance Series),https://www.amazon.com/dp/B01M2A5XWX,2016
"['David C. Black', 'Jack Donovan', 'Bill Bunton']","SystemC provides a robust set of extensions to the C++ language that enables rapid development of complex models of hardware and software systems. The authors focus on practical use of the language for modeling real systems, showing:







A step-by-step build-up of syntax




Code examples for each concept




Updates to reflect the SystemC standard, IEEE 1666




Why features are as they are




Many resource references




How SystemC fits into an ESL methodology




This new edition of an industry best seller is updated to reflect the standardization of SystemC as IEEE 1666 and other improvements that reflect feedback from readers of the first edition. The wide ranging feedback also include suggestions from editors of the Japanese and Korean language translations, professors and students, and computer engineers from a broad industrial and geographical spectrum, all who have successfully used the first edition.




New chapters have been added on the SystemC Verification Library and the Transaction Level Modeling, and proposed changes to the current SystemC standard.




David Black and Jack Donovan, well known consultants in the EDA industry, have teamed with Bill Bunton and Anna Keist, experienced SystemC modeling engineers, to write the second edition of this highly popular classic. As a team the authors bring over 100 years of ASIC and system design experience together to make a very readable introduction to SystemC.

Read more",a2f87c55f7cd358d754d177a401883a66d5f2e854c5e6f256a305a95be813ef5,,,"December 18, 2009",amazon,"['CAD Graphic Design Guides', 'Computer Systems Analysis & Design (Kindle Store)', 'Architectural Drafting & Presentation']","SystemC: From the Ground Up, Second Edition",https://www.amazon.com/dp/B008BBVWPW,2009
['Robert C. Seacord'],"A detailed introduction to the C programming language for experienced programmers.

The world runs on code written in the C programming language, yet most schools begin the curriculum with Python or Java. Effective C bridges this gap and brings C into the modern era--covering the modern C17 Standard as well as potential C2x features. With the aid of this instant classic, you'll soon be writing professional, portable, and secure C programs to power robust systems and solve real-world problems.

Robert C. Seacord introduces C and the C Standard Library while addressing best practices, common errors, and open debates in the C community. Developed together with other C Standards committee experts, Effective C will teach you how to debug, test, and analyze C programs. You'll benefit from Seacord's concise explanations of C language constructs and behaviors, and from his 40 years of coding experience.

You'll learn:

How to identify and handle undefined behavior in a C program
The range and representations of integers and floating-point values
How dynamic memory allocation works and how to use nonstandard functions
How to use character encodings and types
How to perform I/O with terminals and filesystems using C Standard streams and POSIX file descriptors
How to understand the C compiler's translation phases and the role of the preprocessor
How to test, debug, and analyze C programs

Effective C will teach you how to write professional, secure, and portable C code that will stand the test of time and help strengthen the foundation of the computing world.
Read more",45e619c0f02d2aa432d9bd08360352614de59dab18fea9b7a6f0b913c9f86d83,1718501048,978-1718501041,"August 4, 2020",amazon,"['C Programming Language', 'Software Testing', 'Introductory & Beginning Programming']",Effective C: An Introduction to Professional C Programming,https://www.amazon.com/dp/1718501048,2020
['Jens Gustedt'],"Summary
Modern C focuses on the new and unique features of modern C programming. The book is based on the latest C standards and offers an up-to-date perspective on this tried-and-true language.

Purchase of the print book includes a free eBook in PDF, Kindle, and ePub formats from Manning Publications.

About the technology
C is extraordinarily modern for a 50-year-old programming language. Whether you’re writing embedded code, low-level system routines, or high-performance applications, C is up to the challenge. This unique book, based on the latest C standards, exposes a modern perspective of this tried-and-true language.

About the book
Modern C introduces you to modern day C programming, emphasizing the unique and new features of this powerful language. For new C coders, it starts with fundamentals like structure, grammar, compilation, and execution. From there, you’ll advance to control structures, data types, operators, and functions, as you gain a deeper understanding of what’s happening under the hood. In the final chapters, you’ll explore performance considerations, reentrancy, atomicity, threads, and type-generic programming. You’ll code as you go with concept-reinforcing exercises and skill-honing challenges along the way.

What's inside

Operators and functions
Pointers, threading, and atomicity
C’s memory model
Hands-on exercises

About the reader
For programmers comfortable writing simple programs in a language like Java, Python, Ruby, C#, C++, or C.

About the author
Jens Gustedt is a senior scientist at the French National Institute for Computer Science and Control (INRIA) and co-editor of the ISO C standard.
Read more",fb77965a77c2f5c04ced8512fee759489ccae63681da98e6c97bdc73110451be,1617295817,978-1617295812,"October 7, 2019",amazon,"['Compiler Design', 'Software Programming Compilers', 'C Programming Language']",Modern C,https://www.amazon.com/dp/1617295817,2019
['Kamran Amini'],,baa459194292a88979db62b15fdd13028634c9fe9b91b7dabcab85603be4a945,1789343623,978-1789343625,"October 31, 2019",amazon,"['C Programming Language', 'Microsoft Programming', 'Computer Programming Languages']","Extreme C: Taking you to the limit in Concurrency, OOP, and the most advanced capabilities of C",https://www.amazon.com/dp/1789343623,2019
['K. N. King'],"The first edition of C Programming: A Modern Approach was popular with students and faculty alike because of its clarity and comprehensiveness as well as its trademark Q&A sections.

Professor King's spiral approach made it accessible to a broad range of readers, from beginners to more advanced students. With adoptions at over 225 colleges, the first edition was one of the leading C textbooks of the last ten years. The second edition maintains all the book's popular features and brings it up to date with coverage of the C99 standard. The new edition also adds a significant number of exercises and longer programming projects, and includes extensive revisions and updates.
Read more",2e8b08dc69dbb0eabe75c214123bc3f117869dda4980a71a4c9409b154cbea75,0393979504,978-0393979503,"April 19, 2008",amazon,"['C Programming Language', 'Computer Programming Languages', 'Computer Software']","C Programming: A Modern Approach, 2nd Edition",https://www.amazon.com/dp/0393979504,2008
['Axel Schreiner'],"A do-it-yourself guide to object-oriented programming using ANSI-C with detailed examples and a preprocessor (written in awk) to simplify coding.
Read more",1c9975a9ae8b53ceb2d3738ff70c15ef338f28657878bbc1fc9a16ced2113a06,1105105687,978-1105105685,"October 1, 2011",amazon,[],Object-Oriented Programming With ANSI-C,https://www.amazon.com/dp/B00930I6TK,2011
['Scott Meyers'],"This definitive guide to C++ has been updated to reflect the latest ANSI/ISO standard. With more than 50,000 copies sold, the first edition has helped thousands of developers improve their C++ programming skills. Continuing in this tradition, Meyers has reworked every item in the book and has liberally placed cross-references throughout the text.
Read more",3ea5f50a36821ad502318748ca8e3ab658fc3e43afc90c53e6c6af06e50e89c4,0201924889,978-0201924886,"January 1, 1997",amazon,"['C Programming Language', 'Computer Software', 'Mathematics']",Effective C++: 50 Specific Ways to Improve Your Programs and Designs (Addison-Wesley Professional Computing Series),https://www.amazon.com/dp/0201924889,1997
['Scott Meyers'],"More than 150,000 copies in print!

Praise for Scott Meyers’ first book, Effective C++:

“I heartily recommend Effective C++ to anyone who aspires to mastery of C++ at the intermediate level or above.”
– The C/C++ User’s Journal

From the author of the indispensable Effective C++, here are 35 new ways to improve your programs and designs. Drawing on years of experience, Meyers explains how to write software that is more effective: more efficient, more robust, more consistent, more portable, and more reusable. In short, how to write C++ software that’s just plain better.

More Effective C++ includes:

Proven methods for improving program efficiency, including incisive examinations of the time/space costs of C++ language features

Comprehensive descriptions of advanced techniques used by C++ experts, including placement new, virtual constructors, smart pointers, reference counting, proxy classes, and double-dispatching

Examples of the profound impact of exception handling on the structure and behavior of C++ classes and functions

Practical treatments of new language features, including bool, mutable, explicit, namespaces, member templates, the Standard Template Library, and more. If your compilers don’t yet support these features, Meyers shows you how to get the job done without them.

More Effective C++ is filled with pragmatic, down-to-earth advice you’ll use every day. Like Effective C++ before it, More Effective C++ is essential reading for anyone working with C++.

Read more",15e498ee5cc072f250bb86a566ff898d4ab5da17f5fb2bec1ff344dc15d84f57,020163371X,978-0201633719,"January 1, 1996",amazon,"['C++ Programming Language', 'Computer Software', 'Mathematics']",More Effective C++: 35 New Ways to Improve Your Programs and Designs,https://www.amazon.com/dp/020163371X,1996
['James O. Coplien'],"This book assumes a background in the syntax of C++. Coplien shows how to become an expert C++ programmer by learning the idioms of the language. His approach is organized around the abstractions that C++ supports. He shows how these abstractions can be combined to use the language effectively.
Read more",411524de0950217f35ee036040435ff1185bc7e789ee763eaf981b1428f4c9fc,0201548550,978-0201548556,"January 1, 1991",amazon,[],Advanced C++ Programming Styles and Idioms,https://www.amazon.com/dp/0201548550,1991
['Bjarne Stroustrup'],"The designer of C++ recounts its development, dissecting the decisions made in the creation of the language to present a case study in real object-oriented development for the working programmer. In doing so, he presents his views on programming and design in a concrete and useful way. Topics include a prehistory of C++, C with classes, C++ language design rules, standardization, libraries, memory management, multiple inheritance, casting, templates, and exception handling. Annotation copyright Book News, Inc. Portland, Or.
Read more",c90c77c65adbc2ec60d3d232832fe86c74e8d804b53ad039781d71e7d8a26f98,0201543303,978-0201543308,"March 29, 1994",amazon,"['C++ Programming Language', 'Computer Software', 'Mathematics']","Design and Evolution of C++, The",https://www.amazon.com/dp/0201543303,1994
"['Erich Gamma', 'Richard Helm', 'Ralph Johnson']","Capturing a wealth of experience about the design of object-oriented software, four top-notch designers present a catalog of simple and succinct solutions to commonly occurring design problems. Previously undocumented, these 23 patterns allow designers to create more flexible, elegant, and ultimately reusable designs without having to rediscover the design solutions themselves.




The authors begin by describing what patterns are and how they can help you design object-oriented software. They then go on to systematically name, explain, evaluate, and catalog recurring designs in object-oriented systems. With Design Patterns as your guide, you will learn how these important patterns fit into the software development process, and how you can leverage them to solve your own design problems most efficiently.




Each pattern describes the circumstances in which it is applicable, when it can be applied in view of other design constraints, and the consequences and trade-offs of using the pattern within a larger design. All patterns are compiled from real systems and are based on real-world examples. Each pattern also includes code that demonstrates how it may be implemented in object-oriented programming languages like C++ or Smalltalk.

Read more",afe10fab21b12d10f2843ed0aa4204d6072c5ccbb93bbd5e44b5805dff6d9968,0201633612,978-0201633610,"October 31, 1994",amazon,"['Object-Oriented Design', 'Computer Science', 'Computer Software']",Design Patterns: Elements of Reusable Object-Oriented Software,https://www.amazon.com/dp/0201633612,1994
['John Lakos'],"include a dimension with which even expert software developers may have little or no experience. This is the definitive book for all C++ software professionals involved in large development efforts such as databases, operating systems, compilers, and frameworks. It is the first C++ book that actually demonstrates how to design large systems, and one of the few books on object-oriented design specifically geared to practical aspects of the C++ programming language. In this book, Lakos explains the process of decomposing large systems into physical (not inheritance) hierarchies of smaller, more manageable components. Such systems with their acyclic physical dependencies are fundamentally easier and more economical to maintain, test, and reuse than tightly interdependent systems. In addition to explaining the motivation for following good physical as well as logical design practices, Lakos provides you with a catalog of specific techniques designed to eliminate cyclic, compile-time, and link-time (physical) dependencies. He then extends these concepts from large to very large systems. The book concludes with a comprehensive top-down approach to the logical design of individual components. Appendices include a valuable design pattern """"Protocol Hierarchy"""" designed to avoid fat interfaces while minimizing physical dependencies; the details of implementing an ANSI C compatible C++ procedural interface; and a complete specification for a suite of UNIX-like tools to extract and analyze physical dependencies. Practical design rules, guidelines, and principles are also collected in an appendix and indexed for quick reference.
Read more",99dacc13d3d63426294d049ff4162946bead41133ca2cfc004ab2a3af06989f6,0201633620,978-0201633627,"July 10, 1996",amazon,"['C++ Programming Language', 'Software Development', 'Computer Software']",Large-Scale C++ Software Design,https://www.amazon.com/dp/0201633620,1996
['Jeff Alger'],"Based on the successful first edition, Secrets of the C++ Masters (1995), this book provides a path to true C++ enlightenment. It has been carefully revised to thoroughly cover advanced programming techniques using C++. It includes valuable techniques organized into three categories: Smart Pointers, Class Hierarchies, and Memory Management, and includes applications-oriented coverage of numerous topics including template creation, exception handling, pointers, optimization, and types. The focus of the book is on ANSI C++, and it includes one 3.5"" disk for Windows that features all the source code for examples presented in the book.

* A revision of the highly acclaimed Secrets of the C++ Masters
* Bridges the gap between C++ as described in beginner and intermediate-level books and C++ as practiced by experts
* Valuable techniques are described and organized into three simple themes: indirection, class hierarchies, and memory management
* Provides in depth coverage of template creation, exception handling, pointers and optimization techniques
* Book focuses in ANSI C++ and so is compiler independent
* Includes a 3.5"" disk for Windows with source code of all examples in the book
Read more",1533f938e8c37772ca7a33650c7fa67cb4407b162251101e27d54075cc3a788b,0120499428,978-0120499427,"February 26, 1998",amazon,"['C Programming Language', 'Computer Programming Languages', 'Computer Software']","C++ for Real Programmers, Revised Edition",https://www.amazon.com/dp/0120499428,1998
['Bruce Eckel'],"In the first edition of Thinking in C++, Bruce Eckel synthesized years of C++ teaching and programming experience into a beautifully structured course in making the most of the language. It became an instant classic, winning the 1995 Software Development Jolt Cola Award for best book of the year. Now, Eckel has thoroughly rewritten Thinking in C++ to reflect the final ANSI/ISO C++ standard. Every page has been revisited and rethought, with many new examples and exercises -- all designed to help you understand C++ ""down to the bare metal,"" so you can solve virtually any problem. Eckel starts with a detailed look at objects, showing how C++ programs can be constructed from off-the-shelf object libraries. This edition includes a new, chapter-length overview of the C features that are used in C++ -- plus a new CD-ROM containing an outstanding C seminar that covers all the foundations developers need before they can truly take advantage of C++. Eckel then walks through initialization and cleanup; function overloading and default arguments; constants; inline functions; name control; references and the copy constructor; operator overloading; and more. There are chapters on dynamic object creation; inheritance and composition; polymorphism and virtual functions, and templates. (Bonus coverage of string, templates, and the Standard Template Library, can be found at Eckel's web site.) Every chapter contains many modular, to-the-point examples, plus exercises based on Eckel's extensive experience teaching C++ seminars. Put simply, Eckel has made an outstanding book on C++ even better.

Read more",e66aa1694cc13abfb1b344205022f3d9a4f9c1fa11bd69ec974eb46f36fe9719,0139798099,978-0139798092,"January 1, 2000",amazon,"['C++ Programming Language', 'Computer Software', 'Mathematics']","Thinking in C++, Vol. 1: Introduction to Standard C++, 2nd Edition",https://www.amazon.com/dp/0139798099,2000
"['Bruce Eckel', 'Chuck Allison']","For sophomore/junior level courses in Advanced C++ Programming offered in Computer Science departments.

This text fills the need for a practical C++ topics book beyond the introductory level. No other text covers the topics needed to prepare students for production C++ programming. It streamlines the process of learning the C++ language, presenting material a simple step at a time, which allows the reader to digest each concept before moving on, and provides them with a solid foundation in C++.

Read more",ba93202f268d745383d16da775ac64e6fa1b908b742fa1d41598de5d65264faa,0130353132,978-0130353139,"December 17, 2003",amazon,"['C++ Programming Language', 'Computer Programming Languages', 'Computer Software']","Thinking in C++: Practical Programming, Volume 2",https://www.amazon.com/dp/0130353132,2003
"['Debbie Lafferty', 'Andrei Alexandrescu']","In Modern C++ Design, Andrei Alexandrescu opens new vistas for C++ programmers. Displaying extraordinary creativity and programming virtuosity, Alexandrescu offers a cutting-edge approach to design that unites design patterns, generic programming, and C++, enabling programmers to achieve expressive, flexible, and highly reusable code.

This book introduces the concept of generic components―reusable design templates that produce boilerplate code for compiler consumption―all within C++. Generic components enable an easier and more seamless transition from design to application code, generate code that better expresses the original design intention, and support the reuse of design structures with minimal recoding.

The author describes the specific C++ techniques and features that are used in building generic components and goes on to implement industrial strength generic components for real-world applications. Recurring issues that C++ developers face in their day-to-day activity are discussed in depth and implemented in a generic way. These include:

Policy-based design for flexibility
Partial template specialization
Typelists―powerful type manipulation structures
Patterns such as Visitor, Singleton, Command, and Factories
Multi-method engines

For each generic component, the book presents the fundamental problems and design options, and finally implements a generic solution.

Read more",aef9e12c024da412d7f8f5f2581c9c403bbf98b40a0a4ec884ec0a7385b2d220,0201704315,978-0201704310,"February 13, 2001",amazon,"['C++ Programming Language', 'Computer Programming Languages', 'Computer Software']",Modern C++ Design: Generic Programming and Design Patterns Applied,https://www.amazon.com/dp/0201704315,2001
['Eric Lengyel'],"This second volume in the Foundations of Game Engine Development series explores the vast subject of real-time rendering in modern game engines. The book provides a detailed introduction to color science, world structure, projections, shaders, lighting, shadows, fog, and visibility methods. This is followed by extensive discussions of a variety of advanced rendering techniques that include volumetric effects, atmospheric shadowing, ambient occlusion, motion blur, and isosurface extraction. Emphasis is placed on practical implementation, and code is included.
Read more",d8f9b16bffb3beb61bbd9f35f555303435c32824f01ccbad8d2dad7d0112f5b1,0985811757,978-0985811754,"July 26, 2019",amazon,"['Rendering & Ray Tracing', 'Game Programming', 'Software Design, Testing & Engineering']","Foundations of Game Engine Development, Volume 2: Rendering",https://www.amazon.com/dp/0985811757,2019
['Mukherjee'],"If you are a C++ programmer who has never used Boost libraries before, this book will get you up-to-speed with using them. Whether you are developing new C++ software or maintaining existing code written using Boost libraries, this hands-on introduction will help you decide on the right library and techniques to solve your practical programming problems.",2d70a63bf5c8b6ba4b262db3a69e46d0a55684384054282f26d91629a1ff436a,,9781783551217,"Jul 31, 2015",packtpub,"['Programming', 'C++', 'Functional Programming', 'Boost']","Learning Boost C++: Solve practical programming problems using powerful, portable, and expressive libraries from Boost",https://www.packtpub.com/product/learning-boost-c-libraries/9781783551217,2015
"[""Arthur O'Dwyer""]","Modern C++ has come a long way since 2011. The latest update, C++17, has just been ratified and several implementations are on the way. This book is your guide to the C++ standard library, including the very latest C++17 features. The book starts by exploring the C++ Standard Template Library in depth. You will learn the key differences between classical polymorphism and generic programming, the foundation of the STL. You will also learn how to use the various algorithms and containers in the STL to suit your programming needs. The next module delves into the tools of modern C++. Here you will learn about algebraic types such as std::optional, vocabulary types such as std::function, smart pointers, and synchronization primitives such as std::atomic and std::mutex. In the final module, you will learn about C++'s support for regular expressions and file I/O. By the end of the book you will be proficient in using the C++17 standard library to implement real programs, and you'll have gained a solid understanding of the library's own internals.",53f3809ed1116261a6a6045ff22d5e6e33d612ddf96b22f115c9820411cfd5b1,,9781787126824,"Sep 28, 2017",packtpub,"['Programming', 'C++', 'Programming Language', 'STL']",Mastering the C++17 STL: Make full use of the standard library components in C++17,https://www.packtpub.com/product/mastering-the-c-17-stl/9781787126824,2017
"['Adrian Ostrowski', 'Piotr Gaczkowski']","Software architecture refers to the high-level design of complex applications. It is evolving just like the languages we use, but there are architectural concepts and patterns that you can learn to write high-performance apps in a high-level language without sacrificing readability and maintainability. If you're working with modern C++, this practical guide will help you put your knowledge to work and design distributed, large-scale apps. You'll start by getting up to speed with architectural concepts, including established patterns and rising trends, then move on to understanding what software architecture actually is and start exploring its components. Next, you'll discover the design concepts involved in application architecture and the patterns in software development, before going on to learn how to build, package, integrate, and deploy your components. In the concluding chapters, you'll explore different architectural qualities, such as maintainability, reusability, testability, performance, scalability, and security. Finally, you will get an overview of distributed systems, such as service-oriented architecture, microservices, and cloud-native, and understand how to apply them in application development. By the end of this book, you'll be able to build distributed services using modern C++ and associated tools to deliver solutions as per your clients' requirements.",22ea5c2e6d46eaac3de30b6253e4d33b06ad9443e7f468eefdea329fe825dbe3,,9781838554590,"Apr 23, 2021",packtpub,"['Programming', 'C++', 'Design Patterns']","Software Architecture with C++: Design modern systems using effective architecture concepts, design patterns, and techniques with C++20",https://www.packtpub.com/product/software-architecture-with-c/9781838554590,2021
['Stefan Björnander'],"It is critical that modern developers have the right tools to build practical, user-friendly, and efficient applications in order to compete in today’s market. Through hands-on guidance, this book illustrates and demonstrates C++ best practices and the Small Windows object-oriented class library to ease your development of interactive Windows applications. Begin with a focus on high level application development using Small Windows. Learn how to build four real-world applications which focus on the general problems faced when developing graphical applications. Get essential troubleshooting guidance on drawing, spreadsheet, and word processing applications. Finally finish up with a deep dive into the workings of the Small Windows class library, which will give you all the insights you need to build your own object-oriented class library in C++.",a589e0d4c2670dfcfdb67f39f0d9732e4192460b65ae0430f93e9d1e2dd949e7,,9781786464224,"Sep 12, 2016",packtpub,"['Programming', 'C++', 'Application Development', 'Visual Studio']",C++ Windows Programming: Develop real-world applications in Windows.,https://www.packtpub.com/product/c-windows-programming/9781786464224,2016
['Maya Posch'],"C++ is a great choice for embedded development, most notably, because it does not add any bloat, extends maintainability, and offers many advantages over different programming languages. Hands-On Embedded Programming with C++17 will show you how C++ can be used to build robust and concurrent systems that leverage the available hardware resources. Starting with a primer on embedded programming and the latest features of C++17, the book takes you through various facets of good programming. You’ll learn how to use the concurrency, memory management, and functional programming features of C++ to build embedded systems. You will understand how to integrate your systems with external peripherals and efficient ways of working with drivers. This book will also guide you in testing and optimizing code for better performance and implementing useful design patterns. As an additional benefit, you will see how to work with Qt, the popular GUI library used for building embedded systems. By the end of the book, you will have gained the confidence to use C++ for embedded programming.",124516b7583f3baef543ef38d9c0a02aa41f3d8f46c37eaf74bb4e73e4db04c8,,9781788629300,"Jan 31, 2019",packtpub,"['IoT & Hardware', 'C++', 'Embedded Systems', 'Qt']",Hands-On Embedded Programming with C++17: Create versatile and robust embedded solutions for MCUs and RTOSes with modern C++,https://www.packtpub.com/product/hands-on-embedded-programming-with-c-17/9781788629300,2019
['Radchuk'],"Starting with recipes demonstrating the execution of basic Boost.Asio operations, the book goes on to provide ready-to-use implementations of client and server applications from simple synchronous ones to powerful multithreaded scalable solutions. Finally, you are presented with advanced topics such as implementing a chat application, implementing an HTTP client, and adding SSL support. All the samples presented in the book are ready to be used in real projects just out of the box. As well as excellent practical examples, the book also includes extended supportive theoretical material on distributed application design and construction.",8d5634e61e5b5991fc352db52607fd2e8c6c09957a413666aef3321b0e3f36b2,,9781783986545,"Jan 25, 2016",packtpub,"['Cloud & Networking', 'C++', 'Networking', 'Visual Studio']",Boost.Asio C++ Network Programming Cookbook: Over 25 hands-on recipes to create robust and highly-efficient cross-platform distributed applications with the Boost.Asio library,https://www.packtpub.com/product/boost-asio-c-network-programming-cookbook/9781783986545,2016
['Wisnu Anggoro'],"Boost.Asio is a C++ library used for network programming operations. Organizations use Boost because of its productivity. Use of these high-quality libraries speed up initial development, result in fewer bugs, reduce reinvention-of-the-wheel, and cut long-term maintenance costs. Using Boost libraries gives an organization a head start in adopting new technologies. This book will teach you C++ Network programming using synchronous and asynchronous operations in Boost.Asio with minimum code, along with the fundamentals of Boost, server-client applications, debugging, and more. You will begin by preparing and setting up the required tools to simplify your network programming in C++ with Boost.Asio. Then you will learn about the basic concepts in networking such as IP addressing, TCP/IP protocols, and LAN with its topologies. This will be followed by an overview of the Boost libraries and their usage. Next you will get to know more about Boost.Asio and its concepts related to network programming. We will then go on to create a client-server application, helping you to understand the networking concepts. Moving on, you will discover how to use all the functions inside the Boost.Asio C++ libraries. Lastly, you will understand how to debug the code if there are errors found and will run the code successfully.",4a8b9fcd735da98ae4762551e859c639b46595163c69eda03b254778382bda32,,9781785283079,"Sep 16, 2015",packtpub,"['Programming', 'C++', 'Programming Language', 'Boost.Asio']",Boost.Asio C++ Network Programming: Learn effective C++ network programming with Boost.Asio and become a proficient C++ network programmer,https://www.packtpub.com/product/boost-asio-c-network-programming-second-edition/9781785283079,2015
['David da L Gouveia'],"Audio plays a fundamental role in video games. From music to sound effects or dialogue, it helps to reinforce the experience, convey the mood, and give feedback to the player. Presently, many games have achieved commercial success by incorporating game sounds that have enhanced the user experience. You can achieve this in your games with the help of the FMOD library. This book provides you with a practical guide to implementing the FMOD toolkit in your games. Getting Started with C++ Audio Programming for Game Developers is a quick and practical introduction to the most important audio programming topics that any game developer is expected to know. Whether you need to play only a few audio files or you intend to design a complex audio simulation, this book will help you get started enhancing your game with audio programs. Getting Started with C++ Audio Programming for Game Developers covers a broad range of topics ‚Äì from loading and playing audio files to simulating sounds within a virtual environment and implementing interactive sounds that react to events in the game. The book starts off with an explanation of the fundamental audio concepts, after which it proceeds to explain how to use the FMOD Ex library, how to implement a 3D audio simulation, how to use the FMOD Designer toolkit, and how best to work with multi-layered sounds with complex behaviors attached to them. The final part of the book deals with working with audio at a much lower level by manipulating audio data directly. This book will provide you with a good foundation so that you can successfully implement audio into your games and begin pursuing other advanced topics in audio programming with confidence.",ec74608aa9364e001c471078eddc3fe8b770a602e094ced7a357b92a2a619e1b,,9781849699099,"Aug 26, 2013",packtpub,"['Game Development', 'C++', 'Game Design']","Getting Started with C++ Audio Programming for Game Development: Written specifically to help C++ developers add audio to their games from scratch, this book gives a clear introduction to the concepts and practical application of audio programming using the FMOD library and toolkit.",https://www.packtpub.com/product/getting-started-with-c-audio-programming-for-game-development/9781849699099,2013
"['Whittle', 'Sherif']","Unreal Engine 4 (UE4) is a complete suite of game development tools made by game developers, for game developers. With more than 100 practical recipes, this book is a guide showcasing techniques to use the power of C++ scripting while developing games with UE4. It will start with adding and editing C++ classes from within the Unreal Editor. It will delve into one of Unreal's primary strengths, the ability for designers to customize programmer-developed actors and components. It will help you understand the benefits of when and how to use C++ as the scripting tool. With a blend of task-oriented recipes, this book will provide actionable information about scripting games with UE4, and manipulating the game and the development environment using C++. Towards the end of the book, you will be empowered to become a top-notch developer with Unreal Engine 4 using C++ as the scripting language.",fcd17fcc84b25ec2b0db11ed2bad4a8a590df75db844ec0a01497797921614b3,,9781785885549,"Oct 24, 2016",packtpub,"['Game Development', 'C++', 'Game Scripting', 'Unity']",Unreal Engine 4 Scripting with C++ Cookbook: Get the best out of your games by scripting them using UE4,https://www.packtpub.com/product/unreal-engine-4-scripting-with-c-cookbook/9781785885549,2016
['Jason Turner'],"Note that this book is also available on Amazon in both color and black and white editions if you prefer a printed version.

As a C++ developer and trainer for 20 years, I have learned that there are many common mistakes that C++ developers of all experience levels make. This book distills that experience down into the most important things to address to make your code faster, easier to maintain, and more portable.

Most sections have one or more exercises that help you apply what is discussed in a practical way in the code you are currently working on

This book is intentionally concise! Expect short sections for each item! I use as few words as possible to get across the point and get you applying what you learned to your code.

If you follow me and watch all of my talks this book will present little new information to you. Why should you buy it then? Because I've consolidated the most important items and given you exercises to apply the rules in your code.",3a625da6c7757f2ac39ce41bd120871f88983b7cf04d3b9d6fdd02c9693f1eda,,,2022-07-12,leanpub,"['C and C++', 'Computers and Programming']",C++ Best Practices,https://leanpub.com/cppbestpractices,2022
['Šimon Tóth'],"This book is a complete guide to the C++ standard algorithms, demonstrating examples and pointing out notable, surprising, dangerous or interesting aspects of the different algorithms.

Note that this is a free book and 100% of my royalty goes to EFF.",f38822deca10f3cd2ee7b40c65361232e6636f81f25370cc3004648f68a499e1,,,2023-02-01,leanpub,['C and C++'],A Complete Guide to Standard C++ Algorithms,https://leanpub.com/cpp-algorithms-guide,2023
